animal, ,"('oh I go to the animal fair the bird and the bee be there', 'Mother')","[0, 'oh I go to the animal fair the bird and the bee be there']",bee,14.4602558574098,female,Providence
animal, ,"('oh I go to the animal fair the bird and the bee be there', 'Mother')","[0, 'oh I go to the animal fair the bird and the bee be there']",bird,14.4602558574098,female,Providence
clothes, ,"('you gotta get your clothes on your not dress yet', 'Mother')","[0, 'you gotta get your clothes on your not dress yet']",dress,14.0002874802357,female,Providence
animal, ,"('and then some of them be buy the other animal be buy by Grandma as a present for you', 'Mother')","[0, 'and then some of them be buy the other animal be buy by Grandma as a present for you']",present,35.4606870777634,female,Providence
toy, ,"('want play toy this morning with the baby you have to come and get dress come on', 'Mother')","[0, 'want play toy this morning with the baby you have to come and get dress come on']",dress,14.0002874802357,female,Providence
animal, ,"('some animal laugh at the gangly giraffe', 'Mother')","[0, 'some animal laugh at the gangly giraffe']",giraffe,18.0989342696975,female,Providence
food, ,"('duck food', 'Mother')","[0, 'duck food']",duck,35.4606870777634,female,Providence
food, ,"('look what the monkey do he make a big mess he throw down all this food', 'Mother')","[0, 'look what the monkey do he make a big mess he throw down all this food']",monkey,15.8545350007187,female,Providence
animal, ,"('oh the animal be make their noise and that make the duck scare', 'Mother')","[0, 'oh the animal be make their noise and that make the duck scare']",duck,35.4606870777634,female,Providence
animal, ,"('animal book', 'Mother')","[0, 'animal book']",book,20.723218135896,female,Providence
toy, ,"('oh this be a book about toy', 'Mother')","[0, 'oh this be a book about toy']",book,22.3947103636625,female,Providence
clothes, ,"('put it back in the closet and use these drawer for clothes', 'Mother')","[0, 'put it back in the closet and use these drawer for clothes']",closet,19.7231976015935,female,Providence
clothes, ,"('put it back in the closet and use these drawer for clothes', 'Mother')","[0, 'put it back in the closet and use these drawer for clothes']",drawer,19.7231976015935,female,Providence
animal, ,"('you want look at the animal book instead', 'Mother')","[0, 'you want look at the animal book instead']",book,23.9204090433068,female,Providence
food, ,"('and the baby turtle have to have some food', 'Mother')","[0, 'and the baby turtle have to have some food']",turtle,17.098913735395,female,Providence
clothes, ,"('they dress up in clothes', 'Mother')","[0, 'they dress up in clothes']",dress,22.8875336249204,female,Providence
animal, ,"('the animal be pack in tight but the bear do care', 'Mother')","[0, 'the animal be pack in tight but the bear do care']",bear,26.3619376167888,female,Providence
animal, ,"('the giraffe be the tall animal in the world', 'Mother')","[0, 'the giraffe be the tall animal in the world']",giraffe,27.6247972237623,female,Providence
food, ,"('ooh dog food', 'Mother')","[0, 'ooh dog food']",dog,32.2306412862687,female,Providence
toy, ,"('how many toy frog do you count', 'Mother')","[0, 'how many toy frog do you count']",frog,34.9206349206349,female,Providence
animal, ,"('I see those animal none of them sheep well that seem good than fall asleep I stretch and whisper boy this be fun', 'Mother')","[0, 'I see those animal none of them sheep well that seem good than fall asleep I stretch and whisper boy this be fun']",sheep,32.2306412862687,female,Providence
toy, ,"('toy train how many block in this pattern', 'Mother')","[0, 'toy train how many block in this pattern']",block,34.9206349206349,female,Providence
toy, ,"('toy train how many block in this pattern', 'Mother')","[0, 'toy train how many block in this pattern']",train,34.9206349206349,female,Providence
clothes, ,"('no I go fold the clothes now remember I say I will read the owl and then I need to fold the clothes', 'Mother')","[0, 'no I go fold the clothes now remember I say I will read the owl and then I need to fold the clothes']",owl,31.7891537813918,female,Providence
toy, ,"('two toy truck', 'Mother')","[0, 'two toy truck']",truck,29.493418756032,female,Providence
food, ,"('one day tiny tiger will catch real food', 'Mother')","[0, 'one day tiny tiger will catch real food']",tiger,31.7891537813918,female,Providence
food, ,"('after her nap mother tiger hunt for food for her little cub', 'Mother')","[0, 'after her nap mother tiger hunt for food for her little cub']",tiger,31.7891537813918,female,Providence
animal, ,"('I see those animal none of them sheep', 'Mother')","[0, 'I see those animal none of them sheep']",sheep,32.2306412862687,female,Providence
food, ,"('dog eat canned food and table scrap', 'Mother')","[0, 'dog eat canned food and table scrap']",dog,33.2635167046551,female,Providence
food, ,"('dog eat canned food and table scrap', 'Mother')","[0, 'dog eat canned food and table scrap']",table,33.2635167046551,female,Providence
animal, ,"('elephant be such tall animal', 'Mother')","[0, 'elephant be such tall animal']",elephant,32.2306412862687,female,Providence
animal, ,"('so he swing down from the elephant trunk to the neck of a small animal', 'Mother')","[0, 'so he swing down from the elephant trunk to the neck of a small animal']",elephant,32.2306412862687,female,Providence
clothes, ,"('go get dress put on the clothes that you like good', 'Mother')","[0, 'go get dress put on the clothes that you like good']",dress,18.1646440378653,male,Providence
toy, ,"('look like a cat toy or something do it', 'Mother')","[0, 'look like a cat toy or something do it']",cat,24.9204295776094,male,Providence
clothes, ,"('be for button clothes not for eat', 'Mother')","[0, 'be for button clothes not for eat']",button,21.8875130906179,male,Providence
food, ,"('crayon be not food we do eat them they do taste good', 'Mother')","[0, 'crayon be not food we do eat them they do taste good']",crayon,25.2962073143186,male,Providence
toy, ,"('and a little toy house and a young mouse', 'Mother')","[0, 'and a little toy house and a young mouse']",mouse,20.4603790632251,male,Providence
food, ,"('you have food on the bottom of your shoe', 'Mother')","[0, 'you have food on the bottom of your shoe']",shoe,21.3946898293599,male,Providence
food, ,"('because you just stand up in your chair and step in all the food you have on your chair', 'Mother')","[0, 'because you just stand up in your chair and step in all the food you have on your chair']",chair,21.3946898293599,male,Providence
food, ,"('person shake it to put salt on their food just like that that right', 'Mother')","[0, 'person shake it to put salt on their food just like that that right']",salt,21.3946898293599,male,Providence
food, ,"('and then salt go on the food', 'Mother')","[0, 'and then salt go on the food']",salt,21.3946898293599,male,Providence
food, ,"('but we not put salt on the food right now and so that will just be make a mess', 'Mother')","[0, 'but we not put salt on the food right now and so that will just be make a mess']",salt,21.3946898293599,male,Providence
clothes, ,"('do you want go upstairs and get Bob Busy Saw and your clothes because it be good for you to get dress', 'Mother')","[0, 'do you want go upstairs and get Bob Busy Saw and your clothes because it be good for you to get dress']",dress,23.4932955502166,male,Providence
food, ,"('and we not go eat the crayon color with the crayon and we eat the food', 'Mother')","[0, 'and we not go eat the crayon color with the crayon and we eat the food']",crayon,26.6904864576275,male,Providence
food, ,"('what kind of food do pig', 'Father')","[0, 'what kind of food do pig']",pig,33.1649520524035,male,Providence
animal, ,"('oh the farm animal book', 'Father')","[0, 'oh the farm animal book']",book,14.3288363210744,male,Feldman
food, ,"('the cat food just spill over', 'Father')","[0, 'the cat food just spill over']",cat,14.3288363210744,male,Feldman
animal, ,"('will the animal want a water bottle', 'Father')","[0, 'will the animal want a water bottle']",water,25.7561756914926,male,Feldman
toy, ,"('be the airplane in the box of toy', 'Mother')","[0, 'be the airplane in the box of toy']",airplane,25.7561756914926,male,Feldman
animal, ,"('they like water too and so these animal need water', 'Father')","[0, 'they like water too and so these animal need water']",water,25.7561756914926,male,Feldman
animal, ,"('okay well should we should we get a little dish of water for the animal', 'Father')","[0, 'okay well should we should we get a little dish of water for the animal']",water,25.7561756914926,male,Feldman
animal, ,"('the animal gonna drink water', 'Father')","[0, 'the animal gonna drink water']",drink,25.7561756914926,male,Feldman
animal, ,"('the animal gonna drink water', 'Father')","[0, 'the animal gonna drink water']",water,25.7561756914926,male,Feldman
